trees,OOB,real,fake
72,0.18269574544154452,0.13425098319628173,0.2311405076868073
73,0.1840364676439042,0.1355023239184841,0.23257061136932428
74,0.18215945656060065,0.133178405434394,0.2311405076868073
75,0.1809974973185556,0.13139077583124775,0.23060421880586343
76,0.18171254915981408,0.133178405434394,0.23024669288523417
77,0.1810868787987129,0.13425098319628173,0.22792277440114408
78,0.18090811583839828,0.13425098319628173,0.22756524848051485
79,0.18072935287808367,0.13371469431533786,0.22774401144082945
80,0.18081873435824097,0.13335716839470863,0.22828030032177332
81,0.18001430103682517,0.13192706471219162,0.22810153736145872
82,0.1794780121558813,0.1324633535931355,0.2264926707186271
83,0.17929924919556667,0.13139077583124775,0.22720772255988558
84,0.1801930639971398,0.13264211655345012,0.22774401144082945
85,0.17885234179478013,0.13049696102967465,0.22720772255988558
86,0.1794780121558813,0.1324633535931355,0.2264926707186271
87,0.1786735788344655,0.13121201287093315,0.22613514479799784
88,0.17831605291383626,0.12978190918841617,0.22685019663925635
89,0.17733285663210582,0.12978190918841617,0.2248838040757955
90,0.17688594923131928,0.12978190918841617,0.22398998927422237
91,0.17670718627100465,0.13085448695030388,0.2225598855917054
92,0.17643904183053272,0.1301394351090454,0.22273864855202002
93,0.17679656775116195,0.13121201287093315,0.2223811226313908
94,0.17849481587415086,0.13282087951376476,0.224168752234537
95,0.17688594923131928,0.1301394351090454,0.22363246335359313
96,0.17626027887021808,0.12870933142652843,0.22381122631390776
97,0.17384697890597067,0.1276367536646407,0.22005720414730068
98,0.17518770110833035,0.12710046478369683,0.2232749374329639
99,0.17509831962817304,0.1276367536646407,0.2225598855917054
100,0.17438326778691454,0.1276367536646407,0.22112978190918842
101,0.1749195566678584,0.12745799070432606,0.2223811226313908
102,0.173936360386128,0.12549159814086522,0.2223811226313908
103,0.17429388630675724,0.12513407222023595,0.22345370039327853
104,0.17384697890597067,0.12424025741866285,0.22345370039327853
105,0.17500893814801574,0.12549159814086522,0.22452627815516624
106,0.17447264926707187,0.12370396853771898,0.22524132999642474
107,0.1748301751877011,0.12370396853771898,0.22595638183768324
108,0.17509831962817304,0.12370396853771898,0.2264926707186271
109,0.17447264926707187,0.12263139077583125,0.22631390775831248
110,0.173936360386128,0.1206649982123704,0.22720772255988558
111,0.17375759742581337,0.12173757597425813,0.2257776188773686
112,0.17536646406864498,0.12084376117268501,0.22988916696460493
113,0.17384697890597067,0.1199499463711119,0.22774401144082945
114,0.17295316410439757,0.11959242045048266,0.22631390775831248
115,0.17357883446549874,0.11887736860922417,0.22828030032177332
116,0.17348945298534144,0.12030747229174116,0.22667143367894171
117,0.1741151233464426,0.11977118341079729,0.22845906328208795
118,0.1747407937075438,0.12048623525205578,0.22899535216303182
119,0.17259563818376833,0.11905613156953879,0.22613514479799784
120,0.17304254558455487,0.11977118341079729,0.22631390775831248
121,0.1740257418662853,0.11977118341079729,0.22828030032177332
122,0.17366821594565607,0.11959242045048266,0.22774401144082945
123,0.1741151233464426,0.11977118341079729,0.22845906328208795
124,0.17348945298534144,0.11923489452985342,0.22774401144082945
125,0.17179120486235253,0.11762602788702181,0.22595638183768324
126,0.1717018233821952,0.11744726492670719,0.22595638183768324
127,0.17259563818376833,0.11816231676796568,0.22702895959957098
128,0.1715230604218806,0.11726850196639256,0.2257776188773686
129,0.1716124419020379,0.11762602788702181,0.22559885591705398
130,0.17179120486235253,0.11869860564890955,0.2248838040757955
131,0.17179120486235253,0.11887736860922417,0.22470504111548087
132,0.1723274937432964,0.11851984268859492,0.22613514479799784
133,0.17268501966392563,0.11923489452985342,0.22613514479799784
134,0.17259563818376833,0.11869860564890955,0.2264926707186271
135,0.17286378262424026,0.11941365749016804,0.22631390775831248
136,0.17116553450125135,0.1183410797282803,0.22398998927422237
137,0.17134429746156596,0.11726850196639256,0.22542009295673937
138,0.17205934930282446,0.11673221308544869,0.22738648552020022
139,0.1717018233821952,0.11744726492670719,0.22595638183768324
140,0.17053986414015015,0.11691097604576332,0.224168752234537
141,0.17116553450125135,0.11816231676796568,0.224168752234537
142,0.17134429746156596,0.11798355380765105,0.22470504111548087
143,0.1716124419020379,0.11869860564890955,0.22452627815516624
144,0.16973543081873435,0.11673221308544869,0.22273864855202002
145,0.1717018233821952,0.11905613156953879,0.22434751519485163
146,0.1717018233821952,0.11691097604576332,0.2264926707186271
147,0.17188058634250983,0.11887736860922417,0.2248838040757955
148,0.17098677154093672,0.11762602788702181,0.22434751519485163
149,0.1717018233821952,0.11691097604576332,0.2264926707186271
150,0.1708080085806221,0.11673221308544869,0.2248838040757955
151,0.17134429746156596,0.11512334644261708,0.22756524848051485
152,0.17196996782266713,0.11655345012513407,0.22738648552020022
153,0.17179120486235253,0.1160171612441902,0.22756524848051485
154,0.17053986414015015,0.11458705756167323,0.2264926707186271
155,0.1707186271004648,0.11512334644261708,0.22631390775831248
156,0.16982481229889168,0.11387200572041473,0.2257776188773686
157,0.17000357525920629,0.11333571683947086,0.22667143367894171
158,0.17098677154093672,0.11565963532356095,0.22631390775831248
159,0.17018233821952092,0.11405076868072936,0.22631390775831248
160,0.16991419377904898,0.11422953164104398,0.22559885591705398
161,0.16982481229889168,0.11279942795852699,0.22685019663925635
162,0.17036110117983555,0.11351447979978549,0.22720772255988558
163,0.17062924562030748,0.11476582052198785,0.2264926707186271
164,0.16982481229889168,0.11351447979978549,0.22613514479799784
165,0.17018233821952092,0.11315695387915624,0.22720772255988558
166,0.16946728637826242,0.11297819091884162,0.22595638183768324
167,0.16964604933857705,0.11297819091884162,0.22631390775831248
168,0.17036110117983555,0.11422953164104398,0.2264926707186271
169,0.16875223453700394,0.11387200572041473,0.22363246335359313
170,0.17000357525920629,0.11494458348230246,0.2250625670361101
171,0.1685734715766893,0.11226313907758312,0.2248838040757955
172,0.16910976045763318,0.11262066499821237,0.22559885591705398
173,0.16946728637826242,0.11333571683947086,0.22559885591705398
174,0.16964604933857705,0.11333571683947086,0.22595638183768324
175,0.16955666785841975,0.11369324276010011,0.22542009295673937
176,0.16937790489810511,0.11279942795852699,0.22595638183768324
177,0.1686628530568466,0.11226313907758312,0.2250625670361101
178,0.16973543081873435,0.11369324276010011,0.2257776188773686
179,0.16982481229889168,0.11422953164104398,0.22542009295673937
180,0.16919914193779048,0.11262066499821237,0.2257776188773686
181,0.16893099749731855,0.1120843761172685,0.2257776188773686
182,0.16910976045763318,0.11262066499821237,0.22559885591705398
183,0.16991419377904898,0.11226313907758312,0.22756524848051485
184,0.16919914193779048,0.11226313907758312,0.22613514479799784
185,0.17036110117983555,0.11387200572041473,0.22685019663925635
186,0.16902037897747588,0.11279942795852699,0.22524132999642474
187,0.16937790489810511,0.11333571683947086,0.22542009295673937
188,0.16955666785841975,0.1144082946013586,0.22470504111548087
189,0.16910976045763318,0.11333571683947086,0.2248838040757955
190,0.16982481229889168,0.11405076868072936,0.22559885591705398
191,0.16955666785841975,0.11422953164104398,0.2248838040757955
192,0.16964604933857705,0.11494458348230246,0.22434751519485163
193,0.17036110117983555,0.11476582052198785,0.22595638183768324
194,0.1708080085806221,0.11494458348230246,0.22667143367894171
195,0.16991419377904898,0.1144082946013586,0.22542009295673937
196,0.17045048265999285,0.11351447979978549,0.22738648552020022
197,0.16991419377904898,0.11476582052198785,0.2250625670361101
198,0.16946728637826242,0.11351447979978549,0.22542009295673937
199,0.16982481229889168,0.11226313907758312,0.22738648552020022
200,0.17116553450125135,0.11476582052198785,0.22756524848051485
201,0.17000357525920629,0.11297819091884162,0.22702895959957098
202,0.17027171969967822,0.11333571683947086,0.22720772255988558
203,0.17000357525920629,0.11351447979978549,0.2264926707186271
204,0.16910976045763318,0.11244190203789775,0.2257776188773686
205,0.16893099749731855,0.11244190203789775,0.22542009295673937
206,0.16937790489810511,0.11279942795852699,0.22595638183768324
207,0.16946728637826242,0.11422953164104398,0.22470504111548087
208,0.16893099749731855,0.11226313907758312,0.22559885591705398
209,0.16902037897747588,0.11333571683947086,0.22470504111548087
210,0.1692885234179478,0.11369324276010011,0.2248838040757955
211,0.16893099749731855,0.11315695387915624,0.22470504111548087
212,0.16937790489810511,0.11351447979978549,0.22524132999642474
213,0.1692885234179478,0.11333571683947086,0.22524132999642474
214,0.16893099749731855,0.11297819091884162,0.2248838040757955
215,0.16973543081873435,0.11333571683947086,0.22613514479799784
216,0.16973543081873435,0.11315695387915624,0.22631390775831248
217,0.16902037897747588,0.11333571683947086,0.22470504111548087
218,0.16946728637826242,0.11315695387915624,0.2257776188773686
219,0.16982481229889168,0.11262066499821237,0.22702895959957098
220,0.17018233821952092,0.11333571683947086,0.22702895959957098
221,0.17000357525920629,0.11369324276010011,0.22631390775831248
222,0.16964604933857705,0.11333571683947086,0.22595638183768324
223,0.17053986414015015,0.11387200572041473,0.22720772255988558
224,0.17045048265999285,0.11458705756167323,0.22631390775831248
225,0.16946728637826242,0.11333571683947086,0.22559885591705398
226,0.16902037897747588,0.11297819091884162,0.2250625670361101
227,0.1692885234179478,0.11351447979978549,0.2250625670361101
228,0.16919914193779048,0.11405076868072936,0.22434751519485163
229,0.16964604933857705,0.11351447979978549,0.2257776188773686
230,0.16946728637826242,0.11297819091884162,0.22595638183768324
231,0.16875223453700394,0.11190561315695388,0.22559885591705398
232,0.16803718269574544,0.11172685019663926,0.22434751519485163
233,0.16794780121558814,0.11154808723632463,0.22434751519485163
234,0.1686628530568466,0.11226313907758312,0.2250625670361101
235,0.16732213085448694,0.11065427243475152,0.22398998927422237
236,0.1685734715766893,0.11101179835538076,0.22613514479799784
237,0.16839470861637468,0.11083303539506614,0.22595638183768324
238,0.16803718269574544,0.11083303539506614,0.22524132999642474
239,0.16759027529495887,0.1097604576331784,0.22542009295673937
240,0.16803718269574544,0.11065427243475152,0.22542009295673937
241,0.16821594565606007,0.11136932427601001,0.2250625670361101
242,0.16759027529495887,0.10993922059349302,0.22524132999642474
243,0.1676796567751162,0.11047550947443689,0.2248838040757955
244,0.16741151233464427,0.11083303539506614,0.22398998927422237
245,0.16732213085448694,0.11011798355380766,0.22452627815516624
246,0.1661601716124419,0.10904540579191992,0.2232749374329639
247,0.16714336789417233,0.10958169467286379,0.22470504111548087
248,0.16660707901322847,0.11011798355380766,0.22309617447264926
249,0.16660707901322847,0.10958169467286379,0.22363246335359313
250,0.1669646049338577,0.11011798355380766,0.22381122631390776
251,0.167053986414015,0.11065427243475152,0.22345370039327853
252,0.16678584197354307,0.11011798355380766,0.22345370039327853
253,0.16678584197354307,0.11101179835538076,0.2225598855917054
254,0.16660707901322847,0.10940293171254915,0.22381122631390776
255,0.16759027529495887,0.11011798355380766,0.2250625670361101
256,0.16732213085448694,0.10958169467286379,0.2250625670361101
257,0.1669646049338577,0.1081515909903468,0.2257776188773686
258,0.1669646049338577,0.10833035395066143,0.22559885591705398
259,0.1669646049338577,0.10797282803003218,0.22595638183768324
260,0.1668752234537004,0.10797282803003218,0.2257776188773686
261,0.16669646049338577,0.10797282803003218,0.22542009295673937
262,0.16723274937432964,0.10922416875223454,0.22524132999642474
263,0.16714336789417233,0.10850911691097605,0.2257776188773686
264,0.16750089381480157,0.10922416875223454,0.2257776188773686
265,0.16741151233464427,0.1088666428316053,0.22595638183768324
266,0.16732213085448694,0.1088666428316053,0.2257776188773686
267,0.16660707901322847,0.10850911691097605,0.22470504111548087
268,0.1668752234537004,0.10725777618877369,0.2264926707186271
269,0.16723274937432964,0.10833035395066143,0.22613514479799784
270,0.16803718269574544,0.10940293171254915,0.22667143367894171
271,0.1669646049338577,0.10833035395066143,0.22559885591705398
272,0.1677690382552735,0.10904540579191992,0.2264926707186271
273,0.167053986414015,0.10850911691097605,0.22559885591705398
274,0.1669646049338577,0.10779406506971756,0.22613514479799784
275,0.167053986414015,0.10779406506971756,0.22631390775831248
276,0.1668752234537004,0.10725777618877369,0.2264926707186271
277,0.1669646049338577,0.10797282803003218,0.22595638183768324
278,0.1668752234537004,0.10725777618877369,0.2264926707186271
279,0.16678584197354307,0.10672148730782982,0.22685019663925635
280,0.16732213085448694,0.10797282803003218,0.22667143367894171
281,0.16732213085448694,0.10725777618877369,0.22738648552020022
282,0.1676796567751162,0.10725777618877369,0.22810153736145872
283,0.16714336789417233,0.10672148730782982,0.22756524848051485
284,0.1676796567751162,0.10743653914908831,0.22792277440114408
285,0.16651769753307114,0.10618519842688595,0.22685019663925635
286,0.16723274937432964,0.10707901322845906,0.22738648552020022
287,0.16678584197354307,0.10707901322845906,0.2264926707186271
288,0.1668752234537004,0.10761530210940293,0.22613514479799784
289,0.1669646049338577,0.10743653914908831,0.2264926707186271
290,0.1676796567751162,0.10761530210940293,0.22774401144082945
291,0.16759027529495887,0.10743653914908831,0.22774401144082945
292,0.1678584197354308,0.10761530210940293,0.22810153736145872
293,0.16714336789417233,0.10690025026814444,0.22738648552020022
294,0.1676796567751162,0.10743653914908831,0.22792277440114408
295,0.16741151233464427,0.10743653914908831,0.22738648552020022
296,0.167053986414015,0.10707901322845906,0.22702895959957098
297,0.16732213085448694,0.10761530210940293,0.22702895959957098
298,0.16750089381480157,0.10833035395066143,0.22667143367894171
299,0.16723274937432964,0.10797282803003218,0.2264926707186271
300,0.16678584197354307,0.10779406506971756,0.2257776188773686
301,0.16803718269574544,0.10833035395066143,0.22774401144082945
302,0.1669646049338577,0.10707901322845906,0.22685019663925635
303,0.16580264569181266,0.10618519842688595,0.22542009295673937
304,0.16669646049338577,0.10690025026814444,0.2264926707186271
305,0.16642831605291383,0.10654272434751519,0.22631390775831248
306,0.16741151233464427,0.10707901322845906,0.22774401144082945
307,0.1669646049338577,0.10761530210940293,0.22631390775831248
308,0.1669646049338577,0.10725777618877369,0.22667143367894171
309,0.16741151233464427,0.10761530210940293,0.22720772255988558
310,0.16732213085448694,0.10707901322845906,0.22756524848051485
311,0.16660707901322847,0.10600643546657133,0.22720772255988558
312,0.1668752234537004,0.10690025026814444,0.22685019663925635
313,0.1668752234537004,0.10564890954594208,0.22810153736145872
314,0.1661601716124419,0.1058276725062567,0.2264926707186271
315,0.16633893457275653,0.10618519842688595,0.2264926707186271
316,0.16642831605291383,0.10547014658562746,0.22738648552020022
317,0.16678584197354307,0.10600643546657133,0.22756524848051485
318,0.167053986414015,0.10690025026814444,0.22720772255988558
319,0.16642831605291383,0.10636396138720057,0.2264926707186271
320,0.1661601716124419,0.10636396138720057,0.22595638183768324
321,0.16660707901322847,0.10618519842688595,0.22702895959957098
322,0.16571326421165533,0.10529138362531283,0.22613514479799784
323,0.1661601716124419,0.10618519842688595,0.22613514479799784
324,0.16660707901322847,0.10672148730782982,0.2264926707186271
325,0.1662495530925992,0.10636396138720057,0.22613514479799784
326,0.167053986414015,0.10636396138720057,0.22774401144082945
327,0.16633893457275653,0.1058276725062567,0.22685019663925635
328,0.16562388273149803,0.1058276725062567,0.22542009295673937
329,0.16553450125134073,0.10636396138720057,0.22470504111548087
330,0.1662495530925992,0.10725777618877369,0.22524132999642474
331,0.16571326421165533,0.10707901322845906,0.22434751519485163
332,0.16669646049338577,0.10707901322845906,0.22631390775831248
333,0.1661601716124419,0.10618519842688595,0.22613514479799784
334,0.1660707901322846,0.10672148730782982,0.22542009295673937
335,0.1652663568108688,0.10529138362531283,0.22524132999642474
336,0.16499821237039686,0.10475509474436896,0.22524132999642474
337,0.16633893457275653,0.1058276725062567,0.22685019663925635
338,0.16660707901322847,0.10707901322845906,0.22613514479799784
339,0.167053986414015,0.10654272434751519,0.22756524848051485
340,0.16642831605291383,0.10618519842688595,0.22667143367894171
341,0.1662495530925992,0.10564890954594208,0.22685019663925635
342,0.16580264569181266,0.10618519842688595,0.22542009295673937
343,0.16598140865212727,0.10672148730782982,0.22524132999642474
344,0.16633893457275653,0.10690025026814444,0.2257776188773686
345,0.1660707901322846,0.10672148730782982,0.22542009295673937
346,0.1653557382910261,0.10547014658562746,0.22524132999642474
347,0.16508759385055416,0.10511262066499821,0.2250625670361101
348,0.1653557382910261,0.10600643546657133,0.22470504111548087
349,0.16508759385055416,0.10511262066499821,0.2250625670361101
350,0.1653557382910261,0.10618519842688595,0.22452627815516624
351,0.1652663568108688,0.10511262066499821,0.22542009295673937
352,0.1645513049696103,0.10404004290311047,0.2250625670361101
353,0.16499821237039686,0.10421880586342509,0.2257776188773686
354,0.16562388273149803,0.10511262066499821,0.22613514479799784
355,0.16464068644976762,0.10421880586342509,0.2250625670361101
356,0.16580264569181266,0.10547014658562746,0.22613514479799784
357,0.16481944941008222,0.10475509474436896,0.2248838040757955
358,0.16481944941008222,0.1049338577046836,0.22470504111548087
359,0.16428316052913836,0.1049338577046836,0.22363246335359313
360,0.16473006792992492,0.10475509474436896,0.22470504111548087
361,0.16499821237039686,0.10529138362531283,0.22470504111548087
362,0.16481944941008222,0.10564890954594208,0.22398998927422237
363,0.16508759385055416,0.10618519842688595,0.22398998927422237
364,0.16499821237039686,0.10600643546657133,0.22398998927422237
365,0.1651769753307115,0.10636396138720057,0.22398998927422237
366,0.16562388273149803,0.10725777618877369,0.22398998927422237
367,0.16481944941008222,0.10618519842688595,0.22345370039327853
368,0.16473006792992492,0.10636396138720057,0.22309617447264926
369,0.1653557382910261,0.10636396138720057,0.22434751519485163
370,0.16464068644976762,0.10564890954594208,0.22363246335359313
371,0.16508759385055416,0.10618519842688595,0.22398998927422237
372,0.1653557382910261,0.10618519842688595,0.22452627815516624
373,0.1651769753307115,0.10564890954594208,0.22470504111548087
374,0.16481944941008222,0.10564890954594208,0.22398998927422237
375,0.16481944941008222,0.10529138362531283,0.22434751519485163
376,0.1653557382910261,0.10547014658562746,0.22524132999642474
377,0.16473006792992492,0.10475509474436896,0.22470504111548087
378,0.16499821237039686,0.1049338577046836,0.2250625670361101
379,0.16490883089023955,0.1049338577046836,0.2248838040757955
380,0.16553450125134073,0.10564890954594208,0.22542009295673937
381,0.1661601716124419,0.10672148730782982,0.22559885591705398
382,0.16553450125134073,0.10618519842688595,0.2248838040757955
383,0.1651769753307115,0.10547014658562746,0.2248838040757955
384,0.16464068644976762,0.10511262066499821,0.224168752234537
385,0.1651769753307115,0.1049338577046836,0.22542009295673937
386,0.16499821237039686,0.1058276725062567,0.224168752234537
387,0.16553450125134073,0.1058276725062567,0.22524132999642474
388,0.16553450125134073,0.10547014658562746,0.22559885591705398
389,0.16544511977118342,0.10564890954594208,0.22524132999642474
390,0.16481944941008222,0.10457633178405434,0.2250625670361101
391,0.16544511977118342,0.10564890954594208,0.22524132999642474
392,0.1651769753307115,0.10511262066499821,0.22524132999642474
393,0.1652663568108688,0.10600643546657133,0.22452627815516624
394,0.16562388273149803,0.10618519842688595,0.2250625670361101
395,0.16499821237039686,0.1058276725062567,0.224168752234537
396,0.16464068644976762,0.10529138362531283,0.22398998927422237
397,0.16481944941008222,0.10636396138720057,0.2232749374329639
398,0.16508759385055416,0.10600643546657133,0.224168752234537
399,0.16490883089023955,0.10618519842688595,0.22363246335359313
400,0.16490883089023955,0.1058276725062567,0.22398998927422237
401,0.1652663568108688,0.10600643546657133,0.22452627815516624
402,0.16428316052913836,0.10547014658562746,0.22309617447264926
403,0.16481944941008222,0.10690025026814444,0.22273864855202002
404,0.1651769753307115,0.10761530210940293,0.22273864855202002
405,0.1645513049696103,0.10707901322845906,0.22202359671076152
406,0.1652663568108688,0.10690025026814444,0.22363246335359313
407,0.1645513049696103,0.10618519842688595,0.22291741151233466
408,0.16544511977118342,0.10707901322845906,0.22381122631390776
409,0.16508759385055416,0.10690025026814444,0.2232749374329639
410,0.16553450125134073,0.10779406506971756,0.2232749374329639
411,0.16508759385055416,0.10743653914908831,0.22273864855202002
412,0.16580264569181266,0.10797282803003218,0.22363246335359313
413,0.16544511977118342,0.10743653914908831,0.22345370039327853
414,0.16544511977118342,0.10725777618877369,0.22363246335359313
415,0.16490883089023955,0.10743653914908831,0.2223811226313908
416,0.16481944941008222,0.10636396138720057,0.2232749374329639
417,0.16464068644976762,0.10690025026814444,0.2223811226313908
418,0.16428316052913836,0.10600643546657133,0.2225598855917054
419,0.16383625312835182,0.1058276725062567,0.22184483375044692
420,0.16473006792992492,0.10672148730782982,0.22273864855202002
421,0.16490883089023955,0.10672148730782982,0.22309617447264926
422,0.16410439756882375,0.10511262066499821,0.22309617447264926
423,0.16562388273149803,0.10725777618877369,0.22398998927422237
424,0.1651769753307115,0.10654272434751519,0.22381122631390776
425,0.1645513049696103,0.10618519842688595,0.22291741151233466
426,0.16490883089023955,0.10636396138720057,0.22345370039327853
427,0.16473006792992492,0.10707901322845906,0.2223811226313908
428,0.16428316052913836,0.10529138362531283,0.2232749374329639
429,0.1651769753307115,0.10690025026814444,0.22345370039327853
430,0.16464068644976762,0.10654272434751519,0.22273864855202002
431,0.16481944941008222,0.10618519842688595,0.22345370039327853
432,0.16473006792992492,0.10672148730782982,0.22273864855202002
433,0.16464068644976762,0.10707901322845906,0.22220235967107616
434,0.16490883089023955,0.10672148730782982,0.22309617447264926
435,0.16410439756882375,0.10547014658562746,0.22273864855202002
436,0.16473006792992492,0.10618519842688595,0.2232749374329639
437,0.1645513049696103,0.10654272434751519,0.2225598855917054
438,0.1645513049696103,0.10672148730782982,0.2223811226313908
439,0.16481944941008222,0.10636396138720057,0.2232749374329639
440,0.16464068644976762,0.10636396138720057,0.22291741151233466
441,0.164461923489453,0.10618519842688595,0.22273864855202002
442,0.16481944941008222,0.10636396138720057,0.2232749374329639
443,0.16428316052913836,0.10600643546657133,0.2225598855917054
444,0.16419377904898105,0.10654272434751519,0.22184483375044692
445,0.16383625312835182,0.10636396138720057,0.22130854486950305
446,0.16392563460850912,0.10618519842688595,0.22166607079013229
447,0.16383625312835182,0.10618519842688595,0.22148730782981765
448,0.16464068644976762,0.10725777618877369,0.22202359671076152
449,0.16437254200929569,0.10690025026814444,0.22184483375044692
450,0.1645513049696103,0.10636396138720057,0.22273864855202002
451,0.1637468716481945,0.10618519842688595,0.22130854486950305
452,0.1645513049696103,0.10672148730782982,0.2223811226313908
453,0.16401501608866642,0.10654272434751519,0.22148730782981765
454,0.16419377904898105,0.10564890954594208,0.22273864855202002
455,0.16356810868787988,0.10511262066499821,0.22202359671076152
456,0.16410439756882375,0.10547014658562746,0.22273864855202002
457,0.1637468716481945,0.10511262066499821,0.2223811226313908
458,0.16365749016803718,0.10547014658562746,0.22184483375044692
459,0.16347872720772255,0.10439756882373973,0.2225598855917054
460,0.16356810868787988,0.10511262066499821,0.22202359671076152
461,0.16401501608866642,0.1058276725062567,0.22220235967107616
462,0.16419377904898105,0.10564890954594208,0.22273864855202002
463,0.16437254200929569,0.10564890954594208,0.22309617447264926
464,0.16481944941008222,0.10743653914908831,0.22220235967107616
465,0.16490883089023955,0.10654272434751519,0.2232749374329639
466,0.16473006792992492,0.10725777618877369,0.22220235967107616
467,0.16410439756882375,0.10564890954594208,0.2225598855917054
468,0.16428316052913836,0.10618519842688595,0.2223811226313908
469,0.164461923489453,0.10600643546657133,0.22291741151233466
470,0.16392563460850912,0.10600643546657133,0.22184483375044692
471,0.16437254200929569,0.10672148730782982,0.22202359671076152
472,0.16437254200929569,0.10654272434751519,0.22220235967107616
473,0.16428316052913836,0.10618519842688595,0.2223811226313908
474,0.1637468716481945,0.10564890954594208,0.22184483375044692
475,0.16356810868787988,0.10511262066499821,0.22202359671076152
476,0.16383625312835182,0.10439756882373973,0.2232749374329639
477,0.16383625312835182,0.1049338577046836,0.22273864855202002
478,0.16401501608866642,0.10475509474436896,0.2232749374329639
479,0.163031819806936,0.10368251698248122,0.2223811226313908
480,0.16321058276725062,0.10457633178405434,0.22184483375044692
481,0.16312120128709331,0.10421880586342509,0.22202359671076152
482,0.16338934572756525,0.1049338577046836,0.22184483375044692
483,0.164461923489453,0.10564890954594208,0.2232749374329639
